Country Name,Year,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40% (% of population ages 15+)",Domestic credit to private sector (% of GDP),Domestic credit to private sector by banks (% of GDP),Bank nonperforming loans to total gross loans (%),Bank capital to assets ratio (%),Broad money (% of GDP),Broad money growth (annual %),"Commercial bank branches (per 100,000 adults)","Automated teller machines (ATMs) (per 100,000 adults)","Borrowers from commercial banks (per 1,000 adults)","Depositors with commercial banks (per 1,000 adults)",Market capitalization of listed domestic companies (% of GDP),"Stocks traded, total value (% of GDP)","Stocks traded, turnover ratio of domestic shares (%)",FDI
Pakistan,2021,3.010699889615737,2.8392583927890045,2.703998389146326,2.701066263060541,0.5498758658320164,1.627510026726163,3.882075250968635,2.3241426049522067,2.328844440891772,2.3872420354061,3.196484385112224,5.970312863000537,2.492457114825787,1.7779344113351976,3.8262711017392856,31.60017957204958
Pakistan,2022,,,,,,,,,,,,,,,,
Pakistan,2022,4.239748677276883,4.146253214804603,2.671377788499251,2.668272655293665,0.7339161867769772,1.5884610840292228,3.7793153540316538,1.9887635098784768,2.35630354816786,4.09435315757557,3.1755559243005,6.009591416075542,2.0211749461029425,0.7072005703490519,3.240133236611337,37.74255381156088
Pakistan,2023,,,,,,,,,,,,,,,,
Pakistan,2023,4.267436011574152,4.189795067314174,2.461064841051102,2.4549263330483684,1.3964673926673579,2.1731540273887227,3.701343687421584,2.760677782765161,2.362444688989725,4.09435315757557,3.0495476090774205,6.228720925398122,3.999266767780342,3.464564877735565,3.67672556872098,47.47227702370173
Paraguay,2021,,,,,,,,,,,,,,,,
Paraguay,2021,3.940178529571049,3.814880894436505,3.847324179436864,3.847005540111204,1.7804784232509259,2.2276465242527776,3.896309254551612,2.1012961234132983,2.3225865056447312,3.2155517983950164,5.536099009501136,6.35718258506384,4.071611734794018,3.529075770284782,3.712903298269079,55.1068205348478
Paraguay,2022,,,,,,,,,,,,,,,,
Paraguay,2022,4.239748677276883,4.146253214804603,3.877421624689553,3.877043776627455,1.5262208247118334,2.1725565305996173,3.858558905839317,1.4093029422050345,2.2707317877269,4.09435315757557,5.547394480230482,6.50137444578762,3.9210523049160178,3.395447459449998,3.639141274750644,55.66202388637228
Paraguay,2023,,,,,,,,,,,,,,,,
Paraguay,2023,4.267436011574152,4.189795067314174,3.9062419813702567,3.9058333602462207,1.3964673926673579,2.1731540273887227,3.875030248643852,2.1473984620929327,2.285149101878546,4.09435315757557,5.71896406787979,6.763479151498708,3.999266767780342,3.464564877735565,3.67672556872098,57.36786131000956
Peru,2021,,,,,,,,,,,,,,,,
Peru,2021,3.993670610294778,3.766945023136177,3.800255317823245,3.8002552136356544,1.2434395641518903,2.21832905019563,4.043825143648337,1.0538493759674656,1.677555305571331,4.684010751558938,4.905750979342726,6.923925245166313,3.495691572800455,-0.0667109425277655,0.9947959575882016,47.61353735913421
Peru,2022,,,,,,,,,,,,,,,,
Peru,2022,3.993670610294778,3.766945023136177,3.7680074129289953,3.768004768394285,1.1921617274847993,2.316683966119084,4.058957225226637,2.21361620076651,1.6351210597617012,4.09435315757557,4.978788817771601,7.004180913881669,3.324812068288281,-0.5694691003505783,0.6703124609133051,48.05575365945718
Peru,2023,,,,,,,,,,,,,,,,
Peru,2023,4.267436011574152,4.189795067314174,3.7680074129289953,3.768004768394285,1.3964673926673579,2.1731540273887227,4.058957225226637,2.21361620076651,1.5522062742823604,4.09435315757557,4.94973912081006,7.083015909951273,3.999266767780342,3.464564877735565,3.67672556872098,56.21686655206236
Philippines,2021,,,,,,,,,,,,,,,,
Philippines,2021,3.884114102872499,3.481999407267336,3.856688930473319,3.856688870014693,1.2316883141001402,2.238319585312596,4.432151582994412,2.061629838082867,2.179351781322138,3.3394686828304043,5.683105875348143,6.472322177797757,4.21768313743314,2.190467842569339,2.507650089605323,52.139212986679404
Philippines,2022,,,,,,,,,,,,,,,,
Philippines,2022,3.884114102872499,3.481999407267336,3.835660322790536,3.8356602683434073,1.4624274508829407,2.1664375765717216,4.382554252819474,2.041682621075229,2.179351781322138,4.09435315757557,5.694598139702335,6.472322177797757,4.0187370076081965,1.85084573836136,2.370465747608907,52.41461240999175
Philippines,2023,,,,,,,,,,,,,,,,
Philippines,2023,4.267436011574152,4.189795067314174,3.8242094483409432,3.8242093984333856,1.3964673926673579,2.1731540273887227,4.382554252819474,2.041682621075229,2.179351781322138,4.09435315757557,5.716849047814561,6.472322177797757,3.999266767780342,3.464564877735565,3.67672556872098,57.47700221806963
Poland,2021,,,,,,,,,,,,,,,,
Poland,2021,4.4878629241813375,4.469486786075747,3.770951412403878,3.770932224059442,1.5565470542074396,1.896061487447732,4.246027929447656,2.170567097618364,3.111665873238965,4.139521370726567,5.9959995965431725,6.972600366862888,3.314950658249628,2.411596494429355,3.6348795728093233,58.29850687891381
Poland,2022,,,,,,,,,,,,,,,,
Poland,2022,4.239748677276883,4.146253214804603,3.623865857845124,3.623846681414517,1.7140258373924713,1.8646264187124733,4.147439419568345,1.647918651251944,3.083053808465448,4.09435315757557,5.99547172130852,7.044278183320488,3.022156124654236,2.2264271192950305,3.743233466492367,55.40663803404485
Poland,2023,,,,,,,,,,,,,,,,
Poland,2023,4.267436011574152,4.189795067314174,3.506276469651001,3.5062567298562666,1.3964673926673579,2.1731540273887227,4.137092967316945,2.127925846572448,3.0468565510212136,4.09435315757557,5.999332661791399,7.031838985870126,3.999266767780342,3.464564877735565,3.67672556872098,57.98817567861676
Portugal,2021,,,,,,,,,,,,,,,,
Portugal,2021,4.45630671165163,4.402254396834458,4.518988802012022,4.518049409346317,1.0868035937343972,1.9280669497420724,4.2561310510639645,2.488335238804499,3.3824737052454426,5.001360203567803,6.104502745369548,6.812550953979721,4.071611734794018,3.529075770284782,3.712903298269079,62.920746245169504
Portugal,2022,,,,,,,,,,,,,,,,
Portugal,2022,4.45630671165163,4.402254396834458,4.422341301869461,4.421404562335721,1.3196849796161907,1.8891341313728147,4.200978713659815,2.3174486825525635,3.355770621492576,4.09435315757557,6.107578117909853,6.889219754708911,3.9210523049160178,3.395447459449998,3.639141274750644,61.582184430145006
Portugal,2023,,,,,,,,,,,,,,,,
Portugal,2023,4.267436011574152,4.189795067314174,4.327552471343451,4.32661375911588,1.3964673926673579,2.1731540273887227,4.20006112206934,2.5658460158646195,3.334392280344492,4.09435315757557,6.093172806090452,6.937132465448944,3.999266767780342,3.464564877735565,3.67672556872098,62.45288986183999
Romania,2021,,,,,,,,,,,,,,,,
Romania,2021,4.1723576913763765,3.98722911901838,3.233502852759526,3.233502852759526,1.395889347476983,2.137559365979003,3.804652546778628,2.733874994710938,3.047786537481228,4.078059136836338,5.356625236958687,6.812550953979721,2.401037867016631,-0.278455363687824,1.8922043022849289,48.69763397692811
Romania,2022,,,,,,,,,,,,,,,,
Romania,2022,4.1723576913763765,3.98722911901838,3.187348168543404,3.187348168543404,1.627258592883286,2.1229336376334595,3.720134834783168,1.909952816131296,3.034309820121859,4.09435315757557,5.362789151209627,6.889219754708911,2.2618707226519783,-0.196704434288779,2.112148270636406,48.2468004624774
Romania,2023,,,,,,,,,,,,,,,,
Romania,2023,4.267436011574152,4.189795067314174,3.102748487358502,3.102748487358502,1.3964673926673579,2.1731540273887227,3.6772456040900994,2.3321227323279703,3.017152657378888,4.09435315757557,5.383107954049553,6.937132465448944,3.999266767780342,3.464564877735565,3.67672556872098,54.43059133986723
Rwanda,2021,,,,,,,,,,,,,,,,
Rwanda,2021,4.29434920032535,4.231453370382992,3.196286643549773,3.1916985942939946,1.0840992893479875,2.596045555348596,3.2236051948547084,2.8753821848444843,1.1907388267446224,1.4230241329104905,3.904980639078535,5.5299621481177015,3.4314888261082097,-3.019699774903576,-1.8689929451887315,36.04652815993721
Rwanda,2022,,,,,,,,,,,,,,,,
Rwanda,2022,4.239748677276883,4.146253214804603,3.09407423209548,3.089867698571988,1.4218843326812112,2.46663522884827,3.204273022927,3.09696192240562,1.1388502719792533,4.09435315757557,4.403184962640001,5.777042459456244,3.2154891680454707,-2.0886031698288825,-0.7229971038978978,41.043134338135864
Rwanda,2023,,,,,,,,,,,,,,,,
Rwanda,2023,4.267436011574152,4.189795067314174,3.08887966390662,3.085283271396807,1.3964673926673579,2.1731540273887227,3.2487778420114712,3.172791820059768,2.84298120958708,4.09435315757557,4.8159363182303325,6.09571265290211,3.999266767780342,3.464564877735565,3.67672556872098,51.834091519536926
Senegal,2021,,,,,,,,,,,,,,,,
Senegal,2021,3.967295268219543,3.821769484928462,3.3569765475167523,3.3560810711092914,1.3207159901784808,2.1707382893318745,3.824728514024335,2.7040277049946377,1.7221669115458458,1.9081909202424625,5.683105875348143,5.40554055205893,4.071611734794018,3.529075770284782,3.712903298269079,48.25171521434599
Senegal,2022,,,,,,,,,,,,,,,,
Senegal,2022,4.239748677276883,4.146253214804603,3.434460747213133,3.433757094629625,1.4785378296904343,2.175563809910606,3.896780954477802,3.037835201367777,1.6968250247721453,4.09435315757557,5.694598139702335,5.470030148155892,3.9210523049160178,3.395447459449998,3.639141274750644,53.19420290346094
Senegal,2023,,,,,,,,,,,,,,,,
Senegal,2023,4.267436011574152,4.189795067314174,3.401362190228136,3.400635689114269,1.3964673926673579,2.1731540273887227,3.9056608298179847,2.244513642436687,2.84298120958708,4.09435315757557,5.716849047814561,6.937132465448944,3.999266767780342,3.464564877735565,3.67672556872098,56.35928499545977
Slovak Republic,2021,,,,,,,,,,,,,,,,
Slovak Republic,2021,4.486851193152441,4.437098007202466,4.1137471192711175,4.1136885987577845,1.8520229925538727,2.013370821845325,4.2561310510639645,2.488335238804499,3.017456684250493,4.07976033514366,5.683105875348143,6.812550953979721,4.071611734794018,3.529075770284782,3.712903298269079,62.370317131385036
Slovak Republic,2022,,,,,,,,,,,,,,,,
Slovak Republic,2022,4.486851193152441,4.437098007202466,4.137207108275828,4.137074863284584,1.9832396187896684,1.970136722759848,4.200978713659815,2.3174486825525635,2.9950694375211286,4.09435315757557,5.694598139702335,6.889219754708911,3.9210523049160178,3.395447459449998,3.639141274750644,62.13847786255062
Slovak Republic,2023,,,,,,,,,,,,,,,,
Slovak Republic,2023,4.267436011574152,4.189795067314174,4.063275000661362,4.063121537867069,1.3964673926673579,2.1731540273887227,4.20006112206934,2.5658460158646195,2.962040626887961,4.09435315757557,5.716849047814561,6.937132465448944,3.999266767780342,3.464564877735565,3.67672556872098,60.46488170697616
Slovenia,2021,,,,,,,,,,,,,,,,
Slovenia,2021,4.52095931121336,4.506886166329482,3.667298259292066,3.6672071871822447,1.8815228185987074,2.198053186966675,4.2561310510639645,2.488335238804499,3.0833045136091752,4.311437299230495,5.683105875348143,6.812550953979721,2.833705727225296,-0.5330428431235301,1.2051118094792446,55.61306844198285
Slovenia,2022,,,,,,,,,,,,,,,,
Slovenia,2022,4.239748677276883,4.146253214804603,3.668605999515573,3.66856443046385,2.0414076991822823,2.187810166104404,4.200978713659815,2.3174486825525635,3.032510737654112,4.09435315757557,5.694598139702335,6.889219754708911,2.588409753874937,-0.3667694520049848,1.6168007478597928,54.25835435038735
Slovenia,2023,,,,,,,,,,,,,,,,
Slovenia,2023,4.267436011574152,4.189795067314174,3.5487280343932786,3.5486861624302724,1.3964673926673579,2.1731540273887227,4.20006112206934,2.5658460158646195,2.84298120958708,4.09435315757557,5.716849047814561,6.937132465448944,3.999266767780342,3.464564877735565,3.67672556872098,58.115832871449754
South Africa,2021,,,,,,,,,,,,,,,,
South Africa,2021,4.377169630808878,4.287327392409719,4.459925577149317,3.9984735063044425,1.114123745638047,2.075155649748982,4.184556930497518,1.7314126326834656,2.2307126964204267,3.7234598693292775,5.683105875348143,6.812550953979721,5.493450348073413,4.055712255118308,3.339392238023787,59.158771022086064
South Africa,2022,,,,,,,,,,,,,,,,
South Africa,2022,4.239748677276883,4.146253214804603,4.446558853467765,4.009353850274724,1.0425831788079774,1.8282467724377136,4.199297267219758,2.1396083677640765,2.191384525089724,4.09435315757557,5.694598139702335,6.889219754708911,5.549722868433194,3.9941241682595536,3.246215408593278,57.753919038511256
South Africa,2023,,,,,,,,,,,,,,,,
South Africa,2023,4.267436011574152,4.189795067314174,4.434092337751898,3.995737024152728,1.3964673926673579,2.1731540273887227,4.218023801640346,2.012705360037002,2.14886712291086,4.09435315757557,5.716849047814561,6.937132465448944,3.999266767780342,3.464564877735565,3.67672556872098,59.54785005502911
Spain,2021,,,,,,,,,,,,,,,,
Spain,2021,4.513604000327513,4.509954534538142,4.514839942321624,4.492902340124655,1.5339884206421202,1.7440023387171528,4.2561310510639645,2.488335238804499,3.5726390989415004,4.496119186525117,5.941729282967927,6.812550953979721,3.9159731692869033,3.266940457202122,3.88409517655977,63.01223709126443
Spain,2022,,,,,,,,,,,,,,,,
Spain,2022,4.513604000327513,4.509954534538142,4.409255817852611,4.386078998733835,1.4859368175610717,1.69805436143705,4.200978713659815,2.3174486825525635,3.4698661817818603,4.09435315757557,5.957744163861348,6.889219754708911,3.776883073491609,3.185037390483522,3.941625730599201,61.3367906967623
Spain,2023,,,,,,,,,,,,,,,,
Spain,2023,4.267436011574152,4.189795067314174,4.293538509727562,4.270176219926827,1.3964673926673579,2.1731540273887227,4.20006112206934,2.5658460158646195,3.436166738441328,4.09435315757557,6.011372730206223,6.937132465448944,3.999266767780342,3.464564877735565,3.67672556872098,62.281151801630706
Sri Lanka,2021,,,,,,,,,,,,,,,,
Sri Lanka,2021,4.4203223089023815,4.396266759298425,4.170932134337954,4.076854555863272,1.1112507805993908,1.841454008107568,4.2561310510639645,2.488335238804499,2.821133618297603,4.09435315757557,5.683105875348143,6.812550953979721,3.377436164298584,1.7722862616936284,2.938598258677554,56.03109178086808
Sri Lanka,2022,,,,,,,,,,,,,,,,
Sri Lanka,2022,4.239748677276883,4.146253214804603,4.113243471296957,4.024253218044108,0.13966982400341443,1.845932479273064,4.200978713659815,2.3174486825525635,2.8176393352812688,4.09435315757557,5.694598139702335,6.889219754708911,2.634708709528471,0.8181686859486909,2.7387401636821007,49.99605172273791
Sri Lanka,2023,,,,,,,,,,,,,,,,
Sri Lanka,2023,4.267436011574152,4.189795067314174,4.091589113296972,3.998833360966371,1.3964673926673579,2.1731540273887227,4.20006112206934,2.5658460158646195,2.84298120958708,4.09435315757557,5.716849047814561,6.937132465448944,3.999266767780342,3.464564877735565,3.67672556872098,60.24651785852689
St. Lucia,2021,,,,,,,,,,,,,,,,
St. Lucia,2021,4.29434920032535,4.231453370382992,4.083092145757938,4.083092145757938,0.0,2.32480627870218,4.200311642242969,2.673099897247812,2.6355736184958083,3.707458978182956,5.683105875348143,6.812550953979721,4.071611734794018,3.529075770284782,3.712903298269079,56.515074407596664
St. Lucia,2022,,,,,,,,,,,,,,,,
St. Lucia,2022,4.239748677276883,4.146253214804603,3.878447880733325,3.878447880733325,1.4785378296904343,2.175563809910606,4.018683353797067,1.3929417948546206,2.7206230137072787,4.09435315757557,5.694598139702335,6.889219754708911,3.9210523049160178,3.395447459449998,3.639141274750644,57.3469401375456
St. Lucia,2023,,,,,,,,,,,,,,,,
St. Lucia,2023,4.267436011574152,4.189795067314174,3.869789618056101,3.869789618056101,1.3964673926673579,2.1731540273887227,4.084247856856923,2.375539782967468,2.6713891730604056,4.09435315757557,5.716849047814561,6.937132465448944,3.999266767780342,3.464564877735565,3.67672556872098,58.78265256570362
Sweden,2021,,,,,,,,,,,,,,,,
Sweden,2021,4.527191623468695,4.522618716125832,4.824683981642908,4.824670042201154,3.4758761476602875,1.7240076161768672,4.420886529708168,2.3267980243722644,2.4145114456523613,4.09435315757557,5.683105875348143,6.812550953979721,4.071611734794018,3.529075770284782,3.712903298269079,68.6771658178197
Sweden,2022,,,,,,,,,,,,,,,,
Sweden,2022,4.527191623468695,4.522618716125832,4.819881365753311,4.81986977645866,3.7948560423763107,1.7205414989037864,4.379828480216464,1.0506932951813293,2.341072728229773,4.09435315757557,5.694598139702335,6.889219754708911,3.9210523049160178,3.395447459449998,3.639141274750644,67.76453917714004
Sweden,2023,,,,,,,,,,,,,,,,
Sweden,2023,4.267436011574152,4.189795067314174,4.767483903804768,4.767474163110667,1.3964673926673579,2.1731540273887227,4.312525806449155,-0.8722490780556003,2.3353532299682573,4.09435315757557,5.716849047814561,6.937132465448944,3.999266767780342,3.464564877735565,3.67672556872098,58.948451797941146
Switzerland,2021,,,,,,,,,,,,,,,,
Switzerland,2021,4.525248365093032,4.525248365093032,4.170932134337954,4.076854555863272,3.0090758623036953,1.982174516542373,4.2561310510639645,2.488335238804499,3.551274557254059,4.445800016065454,5.683105875348143,6.812550953979721,5.543739623165986,4.576928520414301,3.556091917361944,68.97649955216832
Switzerland,2022,,,,,,,,,,,,,,,,
Switzerland,2022,4.239748677276883,4.146253214804603,4.113243471296957,4.024253218044108,2.97847735722996,2.0496138922546314,4.200978713659815,2.3174486825525635,3.51190807683445,4.09435315757557,5.694598139702335,6.889219754708911,5.306865775569031,4.583945505705031,3.803103682140166,66.7757799527551
Switzerland,2023,,,,,,,,,,,,,,,,
Switzerland,2023,4.267436011574152,4.189795067314174,4.091589113296972,3.998833360966371,1.3964673926673579,2.1731540273887227,4.20006112206934,2.5658460158646195,3.4855182674704954,4.09435315757557,5.716849047814561,6.937132465448944,3.999266767780342,3.464564877735565,3.67672556872098,60.98265603634658
Tajikistan,2021,,,,,,,,,,,,,,,,
Tajikistan,2021,3.628169059018291,3.5965794715556507,2.3170230920317265,2.2359040798268577,0.01022300116521846,3.0080037025611266,3.2962330467460177,2.0858580574488714,1.2052140137227425,3.105705004251024,5.659499464664017,7.035267643799966,4.071611734794018,3.529075770284782,3.712903298269079,44.38702164138869
Tajikistan,2022,,,,,,,,,,,,,,,,
Tajikistan,2022,4.239748677276883,4.146253214804603,2.3239275094039336,2.254975927663599,1.4785378296904343,2.175563809910606,3.0666123225310584,-1.9973239305126256,1.2471552096467535,4.09435315757557,5.674881075382015,7.312412790540948,3.9210523049160178,3.395447459449998,3.639141274750644,43.17722659838036
Tajikistan,2023,,,,,,,,,,,,,,,,
Tajikistan,2023,4.267436011574152,4.189795067314174,2.495884459339041,2.4431365241628584,1.3964673926673579,2.1731540273887227,3.367892863742041,3.870288083439792,2.84298120958708,4.09435315757557,5.716849047814561,6.937132465448944,3.999266767780342,3.464564877735565,3.67672556872098,52.94701227635448
Thailand,2021,,,,,,,,,,,,,,,,
Thailand,2021,4.4864462023302965,4.507480809212576,5.008467801154116,4.759446974207021,1.4709005767613523,2.350810689416151,4.913129411978213,1.5609063002582084,2.219893247515965,4.605897051309133,5.828703631492665,7.049013812800923,4.692720874105281,4.691164269091132,4.528637769593725,69.5144944461849
Thailand,2022,,,,,,,,,,,,,,,,
Thailand,2022,4.4864462023302965,4.507480809212576,4.962590430201136,4.714861553931706,1.5597839887282101,2.3125033049611745,4.881407750505813,1.3482062026584816,2.147695207244452,4.09435315757557,5.734948205519369,7.093381953520774,4.721939805057135,4.4955299578641545,4.303464321643718,68.09453746447241
Thailand,2023,,,,,,,,,,,,,,,,
Thailand,2023,4.267436011574152,4.189795067314174,4.949987799020767,4.699394802936417,1.3964673926673579,2.1731540273887227,4.870300659536069,0.6664832645284817,2.106130120006576,4.09435315757557,5.690629632823863,7.131055986199899,3.999266767780342,3.464564877735565,3.67672556872098,62.49842648341085
Turkiye,2021,,,,,,,,,,,,,,,,
Turkiye,2021,4.239706458701825,4.056932543275021,4.216410780705232,4.128571700144104,1.5136977040581343,1.957447881499412,4.206627034322336,3.90559934914236,2.691872319575235,4.318578155089055,6.619300430434825,7.365249698781648,2.797788051421906,4.122291574395733,5.837962323435937,64.66244115299465
Turkiye,2022,,,,,,,,,,,,,,,,
Turkiye,2022,4.239706458701825,4.056932543275021,3.9416074290779535,3.825225388024191,1.9190980025253137,2.088860416274516,3.95920102799204,4.040485693244062,2.658109269539674,4.09435315757557,6.681485403207692,7.480956848308844,3.548248691278051,4.516403362496079,5.4913781256374286,65.56160709545166
Turkiye,2023,,,,,,,,,,,,,,,,
Turkiye,2023,4.267436011574152,4.189795067314174,3.84975488471832,3.7186820158249128,1.3964673926673579,2.1731540273887227,3.920541506455192,4.183748466402892,2.6410802312343136,4.09435315757557,6.725376129775211,7.572055062962931,3.999266767780342,3.464564877735565,3.67672556872098,62.48877304198805
Uganda,2021,,,,,,,,,,,,,,,,
Uganda,2021,4.126214210419045,3.884492551223467,2.6679767983568023,2.56222042551532,0.9328757424763563,2.6716192944103514,3.07860549057114,1.6071951611306816,0.8389461153428283,1.302233843620757,3.668201305243071,6.174658052381534,4.071611734794018,3.529075770284782,3.712903298269079,41.648010184736414
Uganda,2022,,,,,,,,,,,,,,,,
Uganda,2022,4.126214210419045,3.884492551223467,2.6878208025268324,2.56925477113373,0.9795787721517044,2.677402278741192,3.0584937850946505,2.000817936122316,0.8467272050322451,4.09435315757557,3.7218650245224194,6.26928291479282,3.9210523049160178,3.395447459449998,3.639141274750644,45.01522942181848
Uganda,2023,,,,,,,,,,,,,,,,
Uganda,2023,4.267436011574152,4.189795067314174,2.669672523965537,2.536122815236798,1.3964673926673579,2.1731540273887227,3.0428827579161304,2.347042023000708,0.8127207741824788,4.09435315757557,3.68856176254474,6.253759814248265,3.999266767780342,3.464564877735565,3.67672556872098,44.94286746999962
United Kingdom,2021,,,,,,,,,,,,,,,,
United Kingdom,2021,4.527870836398958,4.526026140156374,4.8441526399301615,4.840785928071328,2.631206802957854,1.6489087850684438,5.016978293319759,2.25708779251938,2.8538243759488617,4.493509018805798,5.683105875348143,6.812550953979721,4.7135107470943565,3.2636683902771453,3.078387475261989,67.78801521196286
United Kingdom,2022,,,,,,,,,,,,,,,,
United Kingdom,2022,4.239748677276883,4.146253214804603,4.775230945277559,4.773011664567134,2.6544767256677546,1.8531982246596173,4.999916704599982,2.13615645895292,2.826104984275537,4.09435315757557,5.694598139702335,6.889219754708911,4.524568046786981,3.1895061989583944,3.195189585626196,66.42261467687698
United Kingdom,2023,,,,,,,,,,,,,,,,
United Kingdom,2023,4.267436011574152,4.189795067314174,4.701429253071152,4.701279831081085,1.3964673926673579,2.1731540273887227,4.902980529289399,-1.3608886603547787,2.84298120958708,4.09435315757557,5.716849047814561,6.937132465448944,3.999266767780342,3.464564877735565,3.67672556872098,60.140274088765125
United States,2021,,,,,,,,,,,,,,,,
United States,2021,4.480044982364961,4.441564972959626,5.292354005461868,3.861998698359903,2.8066410362466687,2.1380065268464765,4.665204121833077,2.7964193241420454,3.301343568255329,4.09435315757557,5.683105875348143,6.812550953979721,5.223053076162851,5.168495171715801,3.712903298269079,71.83151845661997
United States,2022,,,,,,,,,,,,,,,,
United States,2022,4.239748677276883,4.146253214804603,5.137513077783559,3.879686312201212,2.934407129663685,2.132763046403559,4.566429331749923,-0.6032637154697699,3.264423518116275,4.09435315757557,5.694598139702335,6.889219754708911,4.953291153052336,5.044936783095501,3.639141274750644,65.93010752575307
United States,2023,,,,,,,,,,,,,,,,
United States,2023,4.267436011574152,4.189795067314174,5.162439899412704,3.8411674795417023,1.3964673926673579,2.1731540273887227,4.521720231942622,0.5734076351477553,3.243956982818412,4.09435315757557,5.716849047814561,6.937132465448944,3.999266767780342,3.464564877735565,3.67672556872098,61.03274976045301
Uruguay,2021,,,,,,,,,,,,,,,,
Uruguay,2021,4.240229838231184,4.085921324209879,3.246558338354301,3.245310701655682,2.3179007279642367,2.1656739302476296,4.01425497757648,2.7941291566734203,2.254692294649192,5.510003009500582,6.259728807062165,6.846262939391234,4.071611734794018,3.529075770284782,3.712903298269079,60.39860275070315
Uruguay,2022,,,,,,,,,,,,,,,,
Uruguay,2022,4.239748677276883,4.146253214804603,3.2496542000873854,3.249090281020941,2.2735077631992673,2.241264124589037,3.9123434752376176,-1.070259653163309,2.240486650314004,4.09435315757557,6.419614788954694,6.908319128535872,3.9210523049160178,3.395447459449998,3.639141274750644,54.55146685848688
Uruguay,2023,,,,,,,,,,,,,,,,
Uruguay,2023,4.267436011574152,4.189795067314174,3.322260073064125,3.321702485979516,1.3964673926673579,2.1731540273887227,3.88890555520266,0.2909340943538911,2.1748286493757654,4.09435315757557,6.443196310510504,6.95283043680281,3.999266767780342,3.464564877735565,3.67672556872098,53.73077210718263
